Indice,Altura,Peso,Sexo,Idade
7859,68.42309,154.6881,F,22
7860,64.45765,135.6438,F,30
7861,67.32161,145.2851,F,21
7862,70.27541,156.2666,F,20
7863,68.60783,154.3429,F,22
7864,67.26248,143.1659,F,22
7865,68.46802,142.7049,F,22
7866,68.66789,145.1831,M,25
7867,65.81092,144.0119,F,25
7868,66.77943,138.0378,F,21
7869,70.43693,168.9855,F,23
7870,67.29233,139.6571,F,23
7871,66.22555,155.9746,M,22
7872,70.44291,144.9475,F,25
7873,64.84823,142.4161,F,24
7874,68.60516,159.1247,M,18
7875,66.70584,157.1092,M,19
7876,67.36526,162.0096,F,23
7877,70.67254,156.9452,M,19
7878,67.08757,150.1674,F,18
7879,67.93416,154.2824,M,18
7880,68.61403,162.4347,M,23
7881,68.65639,148.9713,M,22
7882,65.7778,155.8863,M,21
7883,67.78497,151.896,M,22
7884,64.57034,157.7969,M,21
7885,67.91316,142.3269,F,18
7886,65.91471,139.9785,M,22
7887,68.16393,152.0993,F,20
7888,68.76917,160.1428,M,27
7889,69.00879,163.7676,F,19
7890,66.90853,139.7542,F,23
7891,69.5896,146.0823,M,20
7892,68.79753,138.038,F,20
7893,68.18807,157.4025,M,23
7894,68.16377,166.4209,F,22
7895,68.90467,154.8479,M,25
7896,67.3427,149.3127,M,22
7897,67.61041,132.2641,F,22
7898,66.17647,136.2853,F,22
7899,67.34236,152.6548,M,25
7900,64.14012,157.5644,F,20
7901,67.76811,143.5836,F,27
7902,64.15971,150.8037,F,20
7903,69.04275,142.622,M,18
7904,68.74487,153.2342,F,21
7905,69.17835,145.7758,F,24
7906,66.49944,159.4944,M,23
7907,67.34642,134.8571,F,18
7908,68.25314,149.0958,M,22
7909,70.2126,157.6755,F,21
7910,67.72455,151.0921,M,23
7911,67.65602,147.5881,F,31
7912,67.68945,155.4234,M,20
7913,66.96219,150.888,M,20
7914,65.69521,147.7377,F,20
7915,66.79775,148.8542,F,20
7916,65.92021,141.5104,F,28
7917,65.5537,141.1232,M,21
7918,68.17075,136.4542,F,19
7919,66.88356,139.3983,F,23
7920,68.02403,148.4193,F,22
7921,65.83904,161.1759,M,24
7922,67.93339,143.9616,M,20
7923,64.35738,125.7573,F,24
7924,66.70357,133.5877,M,23
7925,67.5987,149.0795,M,21
7926,68.29032,153.338,M,18
7927,68.49425,146.1798,M,20
7928,65.22726,164.3715,M,30
7929,69.25001,155.6051,F,20
7930,68.72087,163.5455,M,28
7931,73.38109,175.7653,F,20
7932,69.40233,140.7249,F,22
7933,67.66172,128.831,F,20
7934,67.16684,146.0748,F,24
7935,70.75962,173.7809,M,30
7936,65.18365,158.4448,F,27
7937,70.05639,150.0744,M,21
7938,68.71092,138.6267,M,22
7939,62.57873,117.06284,F,20
7940,69.19176,164.9431,M,21
7941,64.29247,141.0498,F,20
7942,70.14044,153.9182,F,18
7943,66.63803,148.9194,M,18
7944,67.91859,124.051,F,25
7945,69.67473,157.4498,M,23
7946,68.39529,153.8986,F,24
7947,67.16792,139.6483,F,25
7948,66.61461,135.4328,F,21
7949,69.11084,153.6816,M,27
7950,66.48568,146.5691,M,20
7951,69.40514,154.5112,M,21
7952,67.50147,169.0337,M,23
7953,68.96777,167.4705,M,20
7954,69.76561,154.4081,M,22
7955,67.84508,155.4615,F,20
7956,64.81833,129.9126,F,20
7957,68.11064,154.9314,F,22
7958,67.44645,149.4478,F,22
7959,68.96422,155.3604,M,25
7960,67.35413,158.0141,M,23
7961,67.85377,138.4013,M,20
7962,66.70731,152.0617,F,20
7963,67.21426,126.2823,F,24
7964,71.39534,145.8404,F,20
7965,69.5447,155.8784,F,22
7966,67.48898,146.4485,F,21
7967,70.88927,163.7322,F,22
7968,66.09583,149.036,M,20
7969,67.58498,154.3292,M,23
7970,67.87817,160.7237,M,24
7971,66.98014,138.1996,F,20
7972,67.26656,146.8489,F,25
7973,66.66816,153.9667,F,21
7974,66.61374,152.6447,M,23
7975,68.28813,148.695,F,23
7976,69.27237,155.3581,M,20
7977,67.76488,162.2094,M,22
7978,67.92004,161.006,M,22
7979,66.57412,150.1642,M,22
7980,65.50148,127.2446,F,21
7981,66.06591,149.6823,F,21
7982,69.55078,148.614,F,22
7983,67.14071,147.444,F,23
7984,70.30094,169.0178,F,21
7985,68.73095,165.2444,M,21
7986,64.38195,126.9057,F,22
7987,68.41909,168.614,M,18
7988,66.54229,157.8144,M,24
7989,68.03194,165.785,M,28
7990,72.40729,166.3965,M,18
7991,68.78234,164.8014,M,20
7992,67.05728,143.9318,F,21
7993,67.60299,153.5688,M,21
7994,64.48825,155.3283,F,22
7995,70.22056,168.7497,M,21
7996,69.3532,156.792,F,19
7997,72.18172,166.7247,F,21
7998,69.77139,164.3831,F,24
7999,66.60941,128.6663,M,23
8000,65.23482,133.2436,M,21
8001,68.85531,142.6308,M,23
8002,67.67042,144.0883,F,21
8003,67.16426,141.7659,F,25
8004,66.19153,173.408,M,21
8005,70.39987,134.8655,F,18
8006,66.92387,150.1952,F,21
8007,70.14128,165.9114,M,20
8008,68.05326,141.6356,F,30
8009,72.06918,151.0311,F,20
8010,68.14991,150.6767,M,27
8011,66.19796,128.8349,F,21
8012,70.93465,158.3432,F,21
8013,70.79127,159.1628,M,33
8014,67.78233,170.9066,M,22
8015,66.89966,148.6297,M,24
8016,70.19025,165.9402,F,20
8017,66.78395,182.159,M,24
8018,67.4508,136.9331,F,24
8019,68.42838,154.2891,M,28
8020,71.37742,154.6283,M,27
8021,70.14716,157.4763,M,23
8022,66.50206,167.48,M,21
8023,65.11179,147.9736,M,21
8024,70.76233,157.4823,M,20
8025,71.68073,177.9168,M,21
8026,69.48829,168.5256,M,20
8027,66.75484,122.5625,F,20
8028,67.86356,154.4777,M,20
8029,67.51138,154.9719,M,20
8030,69.87385,157.6484,M,23
8031,68.48138,136.2039,F,21
8032,69.01928,154.813,M,25
8033,65.63755,147.2772,F,27
8034,68.48489,142.1095,F,20
8035,69.89458,166.7077,M,24
8036,70.80011,159.5681,M,27
8037,65.26185,149.9687,M,28
8038,66.4871,148.1331,M,21
8039,67.96208,139.1894,F,22
8040,66.48368,158.2104,M,21
8041,67.01021,125.121,F,25
8042,66.98454,151.1305,F,22
8043,68.16821,139.1491,M,20
8044,66.32684,133.4202,M,21
8045,65.05656,132.6868,F,22
8046,66.40756,126.6366,F,18
8047,69.86323,178.1057,M,22
8048,69.81623,162.6191,M,23
8049,64.63883,158.2759,F,21
8050,66.65337,141.4497,M,22
8051,69.58269,149.252,F,21
8052,66.53552,159.6636,F,21
8053,70.51655,162.3103,F,25
8054,69.50397,168.5173,M,24
8055,66.63729,139.3788,M,23
8056,65.85673,149.5483,M,23
8057,68.86773,157.869,F,20
8058,69.47654,178.9915,M,18
8059,68.13431,172.5823,M,22
8060,64.87451,153.3367,M,21
8061,68.93022,130.4095,F,27
8062,67.8804,150.8977,M,23
8063,67.13633,163.057,F,20
8064,70.04715,158.0081,M,30
8065,69.01341,156.5019,M,21
8066,66.49421,128.8103,M,22
8067,65.6042,149.9574,M,27
8068,66.75964,161.3002,F,18
8069,63.81449,148.1029,M,20
8070,69.44528,133.0679,F,22
8071,68.78039,145.8058,M,20
8072,70.28503,164.2499,M,21
8073,69.32501,164.0434,M,18
8074,66.10454,134.3773,F,18
8075,66.13305,151.7019,M,23
8076,71.94501,140.6586,F,23
8077,71.77869,165.3242,M,19
8078,67.50325,139.0958,F,28
8079,67.55044,175.4388,M,24
8080,68.17989,137.2012,F,27
8081,69.19034,170.4437,M,22
8082,68.31411,147.2928,F,20
8083,68.14995,131.4153,F,20
8084,67.30096,143.0197,M,21
8085,68.58383,144.6633,F,25
8086,67.13933,137.9406,F,21
8087,65.74458,147.3511,M,18
8088,69.48892,140.1458,F,22
8089,70.92538,154.7863,F,22
8090,71.13318,160.3255,M,19
8091,65.6523,146.5681,F,22
8092,68.90768,151.0024,F,20
8093,68.81782,145.0132,F,20
8094,69.14886,146.9219,M,21
8095,67.3738,154.6528,M,21
8096,65.53454,127.8532,F,25
8097,68.59662,163.6458,F,20
8098,68.11017,157.1806,M,25
8099,66.12992,121.9988,F,20
8100,65.0522,143.286,F,22
8101,68.83017,165.8794,M,20
8102,66.64897,147.9465,M,25
8103,66.68726,142.6949,F,22
8104,67.913,162.5414,M,20
8105,68.09341,150.944,F,21
8106,70.23642,145.4347,F,21
8107,68.03944,138.7161,F,23
8108,67.78648,170.5951,M,18
8109,67.26289,145.7676,M,22
8110,68.22911,149.3018,F,23
8111,66.18342,147.5954,F,31
8112,67.05572,155.6379,M,21
8113,67.31979,136.8147,F,22
8114,70.06177,180.8017,F,28
8115,68.04983,167.4819,M,18
8116,69.54907,153.1361,M,21
8117,69.13583,146.8737,M,22
8118,68.87032,160.3263,M,22
8119,66.67002,138.9396,F,21
8120,68.39107,137.6311,F,21
8121,69.59968,154.8116,F,21
8122,68.86713,175.6351,M,18
8123,65.46509,142.9857,M,23
8124,66.87925,145.0021,F,23
8125,66.912,148.1132,M,22
8126,65.66247,152.7044,F,23
8127,68.72415,160.5586,M,20
8128,66.19729,156.438,F,23
8129,71.06203,163.7845,F,18
8130,65.7316,142.4472,F,23
8131,65.3504,130.3984,F,23
8132,67.44473,171.9557,M,18
8133,64.47574,134.941,F,22
8134,69.54645,156.4397,F,23
8135,66.37325,131.4158,F,20
8136,67.81343,151.155,M,21
8137,69.57565,163.5138,M,21
8138,69.71436,138.472,F,20
8139,67.95844,165.7795,M,24
8140,69.06906,141.2412,F,21
8141,67.41926,139.2625,F,21
8142,67.3541,155.1065,M,24
8143,65.73932,145.3355,M,18
8144,67.18395,166.2901,M,23
8145,71.109,161.107,M,23
8146,70.15059,179.4296,F,24
8147,69.03446,148.3883,M,21
8148,69.17078,152.2991,F,21
8149,66.61529,141.9454,F,21
8150,66.57084,157.4896,F,27
8151,68.2609,152.2415,M,32
8152,69.72848,170.4145,F,21
8153,68.70291,151.8292,M,24
8154,70.70541,161.5072,F,20
8155,65.16544,150.9151,F,23
8156,67.73769,145.0687,M,21
8157,71.83647,169.4356,M,20
8158,67.93228,167.827,M,21
8159,69.29005,166.0582,M,19
8160,67.08285,151.1941,M,23
8161,68.92381,160.688,M,23
8162,70.78714,180.3442,F,28
8163,66.39266,164.7929,M,20
8164,68.66259,159.5833,F,20
8165,69.53675,162.4545,F,24
8166,66.03491,132.072,F,21
8167,70.56446,154.2288,F,33
8168,67.07386,142.8294,F,27
8169,68.98237,136.8124,F,18
8170,68.42249,158.6566,M,23
8171,69.10626,144.9623,F,21
8172,69.60158,142.2846,F,21
8173,69.95523,166.3899,F,18
8174,68.39202,149.4244,M,22
8175,69.35468,158.5573,M,21
8176,67.44849,168.6643,M,20
8177,72.45414,163.6885,M,18
8178,68.64307,159.9375,M,20
8179,70.63071,157.7331,M,24
8180,67.4277,142.7794,F,23
8181,68.6238,163.2177,M,23
8182,70.94239,148.0445,F,23
8183,71.37994,162.1172,F,21
8184,69.13179,138.8655,F,21
8185,66.77116,150.49,F,25
8186,67.55223,153.0939,M,21
8187,69.69787,177.6599,M,23
8188,69.50292,152.2868,F,20
8189,69.02346,155.2422,F,20
8190,69.04342,155.0275,F,20
8191,65.83291,142.1439,F,23
8192,67.09294,155.3715,F,25
8193,68.08438,154.3062,M,20
8194,69.87183,175.5439,F,19
8195,69.90802,161.8255,F,18
8196,68.20132,155.1401,F,25
8197,70.33109,155.0717,F,24
8198,68.03278,177.2333,M,21
8199,69.52463,150.8936,F,27
8200,67.3587,136.003,F,20
8201,72.33756,153.5301,M,27
8202,67.47227,154.5882,F,21
8203,66.39875,156.2978,F,19
8204,68.00429,139.4532,M,20
8205,67.157,145.1739,F,22
8206,67.15835,148.2266,F,25
8207,69.04155,137.944,F,22
8208,66.57536,150.36,M,21
8209,72.42515,150.0214,F,23
8210,65.39146,145.7581,F,20
8211,71.32762,153.2328,F,20
8212,65.7471,157.9943,M,30
8213,67.5545,159.4858,M,24
8214,69.03953,156.7758,M,21
8215,68.73614,161.1345,F,22
8216,67.69444,159.1211,M,20
8217,66.69404,147.8404,F,20
8218,65.86983,136.6909,F,18
8219,64.07479,139.5189,F,23
8220,65.21454,152.9382,F,20
8221,66.72465,152.2485,M,24
8222,66.99193,146.191,M,22
8223,70.71294,147.5974,M,20
8224,66.09346,126.8029,F,18
8225,67.38937,149.8826,F,21
8226,66.45609,152.0437,M,22
8227,70.33705,142.064,M,22
8228,65.01409,154.7165,F,25
8229,69.98616,151.2665,M,21
8230,65.09832,162.7586,M,20
8231,63.92725,135.3464,M,28
8232,71.59533,167.3205,M,23
8233,65.84956,144.4561,F,23
8234,66.42673,162.4092,M,20
8235,70.08026,151.0528,F,31
8236,67.60705,146.386,M,24
8237,69.12651,159.9553,F,21
8238,69.48856,160.3025,M,23
8239,68.48076,151.2851,M,18
8240,66.45283,144.7102,M,20
8241,67.33983,147.8927,M,32
8242,67.80467,144.7247,F,24
8243,65.37352,128.23196,M,25
8244,72.25581,153.7377,F,22
8245,69.43908,164.913,M,21
8246,67.46519,143.1816,F,21
8247,68.39009,178.9332,M,18
8248,68.54497,157.1212,F,18
8249,69.48549,134.9092,M,28
8250,63.70894,153.7658,M,23
8251,66.60855,138.9546,M,20
8252,68.18756,153.8512,M,23
8253,67.12852,137.1694,F,24
8254,67.51054,152.5842,F,24
8255,70.90025,147.2833,F,21
8256,67.83848,141.0442,F,20
8257,67.98612,155.6682,M,21
8258,68.86359,149.0701,F,23
8259,68.26578,151.9348,M,22
8260,66.86451,161.637,M,18
8261,67.3527,139.7912,F,18
8262,67.48449,143.9877,F,24
8263,67.25768,140.9244,F,22
8264,67.97572,152.2514,M,24
8265,66.04065,150.6592,F,20
8266,66.8577,156.5872,M,21
8267,72.02089,180.7019,M,18
8268,67.84056,133.8954,F,25
8269,72.14473,167.4808,M,23
8270,65.05233,157.5187,M,20
8271,69.64553,155.4313,F,25
8272,64.15728,151.0364,F,23
8273,68.73085,163.5934,M,22
8274,66.25755,152.1603,M,18
8275,68.81944,145.1739,F,25
8276,69.71943,157.3301,F,25
8277,70.89052,170.286,M,22
8278,67.37904,133.6939,F,20
8279,68.0575,165.0991,F,22
8280,67.74102,171.063,M,22
8281,68.93279,146.463,M,20
8282,67.09216,143.1224,F,27
8283,65.90954,140.6988,F,22
8284,72.53781,170.9006,M,22
8285,67.56282,145.885,M,21
8286,64.38465,138.6572,M,18
8287,67.43738,152.9541,F,21
8288,67.1475,125.6242,F,24
8289,69.24893,163.8096,F,24
8290,66.36876,150.9596,M,21
8291,67.91457,147.7316,F,24
8292,67.0218,164.0762,F,21
8293,68.89326,151.6722,F,20
8294,68.36099,152.3319,F,23
8295,69.3937,165.6656,M,23
8296,66.05669,156.3033,M,22
8297,67.07803,156.8132,M,20
8298,66.82919,146.1053,F,28
8299,70.46871,166.0808,F,20
8300,66.51058,133.2604,F,30
8301,65.35569,154.1787,M,18
8302,69.66258,150.8741,M,23
8303,70.62281,167.356,F,28
8304,69.65687,151.1966,F,23
8305,63.95983,131.9146,F,20
8306,68.52656,146.424,M,22
8307,66.4049,142.0342,F,30
8308,65.65789,166.9226,F,21
8309,66.19537,140.076,M,23
8310,67.19954,152.6478,F,31
8311,67.54366,162.888,M,20
8312,65.98877,149.3273,M,20
8313,68.95425,161.8416,F,22
8314,70.19109,154.0791,F,22
8315,69.20003,160.1836,M,27
8316,67.51149,144.6839,F,18
8317,66.60277,147.6243,F,18
8318,66.461,150.4498,F,23
8319,68.85303,159.1827,M,19
8320,65.61777,143.2242,F,21
8321,69.2542,172.7862,F,34
8322,68.77001,133.0281,M,21
8323,65.30345,144.8978,F,28
8324,65.62714,149.9209,M,27
8325,66.44203,155.3362,M,23
8326,66.37539,155.8241,F,18
8327,66.49245,130.1842,F,23
8328,68.43031,147.6677,F,21
8329,70.70031,163.1262,M,23
8330,68.90203,169.661,M,20
8331,65.80458,143.5984,F,20
8332,68.14329,169.6134,M,22
8333,67.65702,141.7478,F,20
8334,66.20766,149.4521,M,21
8335,64.98909,155.2402,M,20
8336,68.22911,177.0142,M,22
8337,65.29057,130.7295,F,24
8338,68.7432,142.482,F,21
8339,65.7765,138.959,F,25
8340,69.56277,155.8337,M,23
8341,72.26487,157.4484,F,21
8342,67.91161,156.2103,F,22
8343,68.85256,158.2251,F,22
8344,67.60055,143.9196,M,23
8345,69.87338,161.0982,F,20
8346,69.10662,145.8791,F,20
8347,68.31559,140.4784,F,20
8348,68.74365,147.2419,M,20
8349,67.68597,132.6299,F,19
8350,71.64224,160.0358,M,22
8351,68.49582,159.0427,F,21
8352,66.71381,144.4368,M,18
8353,67.58203,128.7383,F,21
8354,67.66499,129.6495,M,24
8355,66.99057,127.9314,F,20
8356,63.91658,134.8919,F,20
8357,64.49508,130.6955,F,18
8358,67.47328,158.073,F,30
8359,67.72062,169.8191,M,21
8360,67.30255,147.8098,M,23
8361,70.34804,145.729,F,23
8362,65.61191,143.7872,M,21
8363,67.10018,153.4167,M,24
8364,67.49702,156.4298,F,20
8365,65.37204,154.0596,M,27
8366,68.85892,174.0505,M,18
8367,68.93593,156.9487,M,23
8368,65.17589,132.4418,F,21
8369,68.66029,144.5404,F,21
8370,67.18316,164.2557,M,23
8371,65.88089,137.5738,M,24
8372,68.12636,163.3613,M,20
8373,66.98612,175.2108,M,22
8374,68.90664,147.9198,M,21
8375,73.83364,160.2458,F,23
8376,69.4336,169.6982,M,27
8377,69.10375,151.4542,M,21
8378,71.43798,184.539,M,20
8379,68.15806,147.1121,M,20
8380,66.59571,153.9701,M,22
8381,67.67624,144.5546,F,19
8382,71.38525,162.9123,M,18
8383,70.93428,155.695,F,21
8384,68.40923,158.4419,M,30
8385,65.76647,140.9851,M,22
8386,68.91151,146.7395,F,18
8387,69.74977,162.0997,F,20
8388,67.38104,140.6977,F,23
8389,69.90303,162.6119,M,23
8390,67.54476,132.903,M,20
8391,69.95678,172.8604,M,22
8392,66.8408,154.4315,F,22
8393,68.60431,151.8269,F,21
8394,63.86584,129.7845,M,23
8395,68.91395,153.457,F,24
8396,66.20537,137.0155,F,25
8397,68.73293,145.1843,F,30
8398,65.56584,122.743,F,22
8399,65.76134,130.9658,F,25
8400,71.51674,158.7329,F,30
8401,69.81584,167.8902,M,20
8402,67.87092,170.3866,M,21
8403,69.90536,161.0727,F,20
8404,67.58253,156.7436,M,22
8405,64.80997,153.1496,F,18
8406,69.42723,178.2436,F,20
8407,67.51649,149.9175,F,19
8408,68.73197,162.0945,M,21
8409,68.93692,160.3326,M,18
8410,68.92806,133.3646,F,22
8411,67.07981,146.6704,F,22
8412,65.88791,136.1285,M,24
8413,68.09913,145.5325,F,24
8414,68.52722,155.3872,M,20
8415,68.39956,164.0939,M,21
8416,67.40019,148.227,M,21
8417,63.7973,149.1648,F,24
8418,65.83059,143.9629,F,22
8419,68.17128,145.5127,M,22
8420,68.55128,152.5421,M,20
8421,65.26196,137.2102,F,24
8422,70.50895,168.5812,F,18
8423,70.24875,169.6174,F,22
8424,68.46678,153.2594,M,27
8425,67.67049,159.3391,F,23
8426,68.38172,159.9303,M,30
8427,64.39616,139.2918,F,20
8428,71.36114,173.5293,M,18
8429,68.49693,151.5529,M,23
8430,69.37198,157.7704,M,25
8431,69.67441,142.658,F,20
8432,70.08442,167.0735,F,21
8433,67.10716,152.2063,F,20
8434,67.94764,129.0537,F,18
8435,69.44019,175.4338,M,18
8436,73.25176,176.8934,M,27
8437,66.07977,152.7889,F,21
8438,69.33763,152.6872,M,37
8439,67.79536,160.3449,M,21
8440,67.60913,160.9222,F,27
8441,71.56432,168.3537,M,33
8442,71.045,156.9483,M,22
8443,68.95441,162.2258,F,19
8444,66.06893,135.592,F,24
8445,66.72098,152.3116,M,19
8446,70.1338,155.4164,F,24
8447,65.12152,150.1346,M,24
8448,65.29178,124.2647,F,25
8449,68.68327,160.7358,F,20
8450,67.11487,149.8901,F,21
8451,66.86686,173.2757,M,20
8452,64.82036,127.4701,F,18
8453,65.75596,152.6159,M,22
8454,69.61276,148.5906,F,28
8455,64.91737,146.8534,M,20
8456,71.33493,158.2349,M,22
8457,68.35952,152.688,F,20
8458,68.9783,166.1445,F,25
8459,66.50972,162.319,M,24
8460,66.74124,142.473,F,22
8461,68.65077,138.2965,F,18
8462,66.36458,145.0144,M,22
8463,66.21905,137.833,F,24
8464,68.70454,166.5306,M,25
8465,65.34682,141.3607,M,20
8466,69.9709,173.7278,M,20
8467,69.84154,138.4477,F,18
8468,69.90342,174.4255,M,30
8469,68.11801,129.3666,F,23
8470,66.39166,147.1649,M,24
8471,67.93965,158.2588,M,31
8472,68.29458,138.7062,F,19
8473,68.29377,155.4746,F,23
8474,64.4803,143.2269,M,24
8475,66.18463,162.3752,M,20
8476,69.71816,138.5618,F,20
8477,69.88961,152.2475,F,25
8478,69.89291,149.7131,M,18
8479,67.59876,142.5291,M,21
8480,69.51213,183.4192,M,22
8481,68.24157,154.9878,M,20
8482,65.95317,140.1535,F,24
8483,63.0824,130.7177,F,20
8484,67.80891,147.9824,M,18
8485,68.15041,154.5118,M,21
8486,68.91853,154.4918,F,20
8487,66.51322,135.4975,F,30
8488,71.09075,149.6527,M,21
8489,67.73728,159.5004,F,30
8490,66.92661,155.6876,M,22
8491,66.78405,142.8461,F,20
8492,66.73546,152.652,M,23
8493,67.76524,140.7345,F,22
8494,64.58079,146.4412,M,22
8495,70.09019,154.0342,M,18
8496,70.76388,162.8543,F,27
8497,67.22083,161.8479,M,22
8498,70.72786,155.245,F,24
8499,71.1547,157.9739,F,23
8500,68.5423,138.2275,F,24
8501,65.75868,132.4994,F,23
8502,67.31487,147.7981,F,20
8503,68.87277,136.6556,F,24
8504,72.07925,155.2802,M,24
8505,68.19698,170.1854,M,22
8506,69.58706,155.2305,F,20
8507,65.12636,143.0621,F,22
8508,67.97463,145.1559,F,22
8509,70.21055,143.4121,F,21
8510,63.7027,132.5026,F,25
8511,69.59355,151.8327,F,33
8512,65.08376,152.6835,F,19
8513,69.67259,157.5293,F,18
8514,67.86641,155.1364,M,22
8515,68.33103,171.6242,M,18
8516,67.33538,142.7352,F,22
8517,70.0906,167.1354,M,23
8518,70.47829,169.2096,M,22
8519,68.59028,145.4128,F,19
8520,66.08382,149.288,F,18
8521,65.86587,155.1219,M,23
8522,66.85228,145.4303,F,21
8523,68.69461,147.0136,M,20
8524,72.78908,157.9678,F,24
8525,68.17666,149.6412,F,22
8526,68.60903,155.8928,M,21
8527,67.62461,151.903,M,23
8528,67.23794,144.1881,M,23
8529,68.99095,164.095,M,22
8530,68.9154,151.6288,M,18
8531,66.91061,169.0689,M,20
8532,69.77937,148.606,F,21
8533,71.45383,163.2741,M,18
8534,67.099,156.7183,M,30
8535,70.42781,186.6647,F,21
8536,68.27428,150.5124,M,21
8537,68.50931,151.6914,M,23
8538,66.39633,148.15,F,20
8539,67.51576,155.6277,M,23
8540,65.72799,150.8593,F,27
8541,68.23013,136.2689,F,23
8542,70.20612,167.1755,M,21
8543,68.5144,156.7544,M,21
8544,67.2019,139.473,F,37
8545,60.27836,138.7788,M,20
8546,70.51274,168.8968,F,21
8547,67.9735,144.5355,M,20
8548,69.03026,155.7184,F,20
8549,69.3377,179.9043,M,37
8550,65.48497,160.7166,F,20
8551,68.42936,165.3733,M,24
8552,71.95866,156.2832,F,20
8553,64.69989,136.0541,M,18
8554,67.62895,147.5997,F,28
8555,66.65415,136.5388,M,22
8556,66.57552,154.3981,F,22
8557,65.80976,140.5163,F,25
8558,65.62965,151.96,F,23
8559,69.54521,144.3794,F,23
8560,72.38993,164.317,M,22
8561,72.00389,168.3813,F,22
8562,71.4938,174.116,M,18
8563,69.65638,152.1396,F,23
8564,70.85424,162.6723,M,20
8565,67.70276,159.8661,F,22
8566,69.58091,152.6919,F,25
8567,66.21723,146.2741,M,20
8568,69.17767,150.3443,F,22
8569,67.93723,177.8464,M,25
8570,67.71976,118.56746,F,21
8571,69.73638,156.6127,M,27
8572,66.96363,148.4371,M,22
8573,67.90441,143.016,F,18
8574,66.03614,144.2683,F,21
8575,67.5144,151.3611,M,20
8576,68.02776,161.8059,F,22
8577,64.85301,135.3829,F,27
8578,65.93383,160.8622,M,19
8579,69.29069,151.5658,F,20
8580,69.5664,176.1059,M,18
8581,68.74855,145.3914,M,18
8582,65.26249,136.7917,M,21
8583,66.55544,151.2556,F,20
8584,68.42587,142.479,F,25
8585,66.77655,152.5905,F,23
8586,66.99923,154.2426,F,20
8587,66.8768,140.4627,F,23
8588,67.94975,158.2223,M,21
8589,65.45238,139.6552,F,28
8590,66.64128,135.0331,F,19
8591,69.9271,167.3811,F,24
8592,66.89627,142.9825,M,21
8593,66.68649,158.3064,F,23
8594,64.35599,154.6204,F,24
8595,68.42441,137.0872,F,20
8596,67.83046,138.9623,F,20
8597,65.83748,141.7851,F,20
8598,65.99156,132.2186,F,25
8599,70.38587,154.7552,M,21
8600,67.20666,159.687,M,23
8601,67.1436,140.6221,M,20
8602,65.98766,143.7978,M,20
8603,68.19618,148.2167,M,23
8604,69.20162,133.9369,M,23
8605,70.78015,150.6849,M,18
8606,68.14198,168.8172,M,25
8607,68.43286,165.1341,M,23
8608,66.68897,157.6142,M,20
8609,64.90601,146.1795,F,27
8610,66.90975,149.4409,F,23
8611,69.42103,146.5016,M,21
8612,66.65897,134.1637,F,22
8613,66.87539,157.4632,F,19
8614,68.08348,154.7736,F,18
8615,71.11437,166.6156,M,23
8616,68.53579,178.8572,M,24
8617,68.74723,146.976,F,22
8618,67.67866,150.9235,F,21
8619,68.91809,148.3375,M,18
8620,71.49609,174.0057,M,18
8621,66.35895,159.2235,M,19
8622,67.32703,147.5044,M,30
8623,69.20628,175.6272,M,25
8624,65.25758,125.3783,F,18
8625,69.73609,173.6444,F,21
8626,69.73097,149.9967,F,23
8627,66.39018,129.3878,F,25
8628,66.81631,155.7709,M,20
8629,67.31382,135.1653,F,21
8630,65.90879,131.2811,M,20
8631,69.72054,154.2183,M,18
8632,69.06273,133.733,F,27
8633,70.47426,147.0784,F,21
8634,68.58831,162.6754,F,20
8635,68.05305,149.8233,M,22
8636,68.38637,145.6154,F,22
8637,64.9549,132.0959,F,20
8638,66.56991,137.7002,F,22
8639,65.73194,145.3628,M,19
8640,67.44679,137.4066,F,23
8641,66.11127,149.6883,F,22
8642,67.67369,146.2961,F,18
8643,66.47783,139.9606,F,23
8644,68.43749,151.0163,M,25
8645,68.92365,144.0828,M,21
8646,67.98874,166.9714,F,20
8647,65.41424,139.1314,F,22
8648,67.51961,157.2226,M,21
8649,65.46141,137.5637,M,19
8650,67.6698,154.5992,F,23
8651,68.82396,162.8993,F,18
8652,66.0023,136.9861,F,28
8653,69.47115,159.6919,F,20
8654,69.07199,172.6539,M,21
8655,68.47973,151.8277,F,21
8656,70.90905,167.4663,F,19
8657,71.50024,156.013,M,22
8658,67.90483,161.9969,M,19
8659,68.2654,164.7276,F,20
8660,67.45933,173.8644,M,28
8661,70.8509,150.9837,F,32
8662,72.12412,167.2453,F,19
8663,70.36383,172.0906,M,38
8664,68.47464,151.9839,M,20
8665,64.37344,147.6962,F,18
8666,68.38418,152.6709,F,23
8667,67.3468,150.06,M,25
8668,68.45391,142.0835,M,22
8669,66.49929,134.2727,F,18
8670,66.46618,147.6972,F,21
8671,68.86055,144.152,F,22
8672,70.13604,161.3745,M,18
8673,69.59921,162.5493,F,23
8674,69.77631,162.4096,M,32
8675,69.37103,148.1745,F,21
8676,66.30539,132.5172,M,27
8677,64.79988,150.2631,M,22
8678,70.28146,152.6252,F,18
8679,68.18941,152.767,M,23
8680,67.7995,154.3726,F,21
8681,65.6822,163.3031,M,27
8682,64.76508,127.5716,F,23
8683,67.16676,153.9429,M,21
8684,66.09344,164.6731,F,18
8685,67.14291,139.1424,M,21
